thread_id,customer_text,predicted_intent,intent_confidence,drafted_reply,grounded_on_threads,reply_method,routing_action,routing_reason
1845744,@552898 @AppleSupport Exactly the same. I have to restart my  phone several times a day,other,0.782,@693686 Did you install the new update using the App Store or using macOS recovery? Let us know in DM. https://t.co/GDrqU2kzhr,2413021;2517101;2307536,retrieval_template,auto_handle,Intent confidence 0.78 is high and a similar past resolution was found -- safe to auto-handle.
2363033,@AppleSupport Here it is https://t.co/qmordZ7GB7,other,0.937,@207666 We want to help. Reach out to us in DM and we will work together to get this resolved. https://t.co/GDrqU22YpT,387234;1066893;1208433,retrieval_template,auto_handle,Intent confidence 0.94 is high and a similar past resolution was found -- safe to auto-handle.
1526980,"I’m really aggravated with this shit update, my cellular data keeps turning off &amp; I don’t realize until hours later @AppleSupport",other,0.442,@521915 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1725683;2476056;1650086,retrieval_template,escalate,Intent classifier confidence 0.44 below threshold 0.5 -- unclear what the customer needs.
810184,"Dear, Apple, any way to fix the ""iCloud storage is full"" (but it is not) bug without making a call 8 800 30 772? @AppleSupport",other,0.393,@757388 We certainly understand not wanting this to keep popping up. Let us know in DM when this is popping up. Have you recently restored your device? https://t.co/GDrqU22YpT,2695097;1807545;2856763,retrieval_template,escalate,Intent classifier confidence 0.39 below threshold 0.5 -- unclear what the customer needs.
1865890,@AppleSupport my iPhone 7 keeps freezing and I have to constantly do a hard reset! #Notcool,performance_or_crash,0.814,@562610 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT,1886348;1224415;281878,retrieval_template,auto_handle,Intent confidence 0.81 is high and a similar past resolution was found -- safe to auto-handle.
294921,@AppleSupport this new update is destroying my Apple juice. I’ve had it on low battery setting all day and hardly any left with little use ??,other,0.704,@361200 Let's work together in DM. May we ask which iPhone you have and the iOS version you're currently on? https://t.co/GDrqU22YpT,1019364;1999302;2139650,retrieval_template,auto_handle,Intent confidence 0.70 is high and a similar past resolution was found -- safe to auto-handle.
585846,"@AppleSupport It is on 4.1, powering off resulted in bootloop. Force restarted and resetted it. For now it seems resolved.",other,0.845,@322331 That article explains how you can remove the device via https://t.co/tmRhWEkIq4. Meet us in DM if you need assistance: https://t.co/GDrqU22YpT,1066893;62216;1639178,retrieval_template,auto_handle,Intent confidence 0.85 is high and a similar past resolution was found -- safe to auto-handle.
484494,"Dear @AppleSupport, can you shed any light on this please? Since updating iOS I can’t switch my phone on without a charger: even when it had nearly half of battery life, it says it’s drained. SE, 18 months old,  no other changes, app refresh off. https://t.co/sA66kicKRi",other,0.638,@478759 DM us using the link below. We're glad to work with you on your battery issue. https://t.co/GDrqU22YpT,1545943;41667;1419093,retrieval_template,auto_handle,Intent confidence 0.64 is high and a similar past resolution was found -- safe to auto-handle.
834095,@204475 @AppleSupport I held off on the update. My iPhone has enough problems with what's already loaded on it.,other,0.812,"@275087 What's going on with your iPhone? We would love to help you today. Please, provide us more details on the issue.",652195;62236;2516043,retrieval_template,auto_handle,Intent confidence 0.81 is high and a similar past resolution was found -- safe to auto-handle.
2149125,HOW AM I? SUPPOSED TO MAKE A SOPHISTICATED TWEET WHEN THE I? IS FUCKED UP. I? I? I? I? @AppleSupport WHATS GOOD FAM,other,0.575,@482959 This article has some steps that can help: https://t.co/xU1AGHStV6,1564024;2948231;1449230,retrieval_template,auto_handle,Intent confidence 0.58 is high and a similar past resolution was found -- safe to auto-handle.
2369539,"@115858 @AppleSupport is there a reason I updated to High Sierra this morning and now my play/pause, next song, and last song function keys don't work?",other,0.813,"@806033 We're here for you! Can you clarify what's happening when you try to start up? If the device is not powering up at all, this article may help: https://t.co/FYojVXHuwn",2911717;2750533;2487166,retrieval_template,auto_handle,Intent confidence 0.81 is high and a similar past resolution was found -- safe to auto-handle.
1332734,@AppleSupport iOS 11 keeps freezing my phone and makes apps unresponsive... fix the bug soon,performance_or_crash,0.786,@669386 What model of iPhone are you using with the update?,2307531;2280690;2686058,retrieval_template,auto_handle,Intent confidence 0.79 is high and a similar past resolution was found -- safe to auto-handle.
1762078,"@AppleSupport please fix the battery issue, my phone got dramatically worse on 11.1. iPhone 7 11 months old. 20% battery left after 4 hrs.",other,0.683,@519329 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,1714756;382939;2004972,retrieval_template,auto_handle,Intent confidence 0.68 is high and a similar past resolution was found -- safe to auto-handle.
2970232,"@AppleSupport I restart my phone 2 times in the morning, but like 15 minutes ago I started to received notifications, so I think the problem is solved",other,0.635,@302805 Are you receiving an error message after clicking on the update? This may help: https://t.co/Ui1yTnOCUz,764849;930068;1052451,retrieval_template,auto_handle,Intent confidence 0.63 is high and a similar past resolution was found -- safe to auto-handle.
2953808,"@AppleSupport iTunes have charged me £10.98 for purchases that failed to go through as a transaction, The in app purchases I bough said it failed and arnt showing up on the app but yet I’ve been charged",other,0.566,@275103 Thanks for reaching out. DM the country or region where you are currently located to get started. https://t.co/GDrqU22YpT,652264;601412;1353658,retrieval_template,auto_handle,Intent confidence 0.57 is high and a similar past resolution was found -- safe to auto-handle.
2041616,@AppleSupport how does a multi-million technology corporation screw up the most used letter in our alphabet? Bring back the “I”,other,0.715,"@719357 We'd like to help. So we're sure of the details, send us a DM and let us know exactly what's occurring. We'll continue to help there. https://t.co/GDrqU22YpT",2526378;1412580;755795,retrieval_template,auto_handle,Intent confidence 0.71 is high and a similar past resolution was found -- safe to auto-handle.
2940417,ASAP!!!????????????Since there’s a problem about ROOT... how can I uninstall MAC OS HIGH SIEERA and go back to my old MAC OS???? @AppleSupport @116333,other,0.593,@267173 We'd like to help. Tell us more about the issue you're encountering with your device via DM. We'll go from there. https://t.co/GDrqU22YpT,2271732;2300631;2079127,retrieval_template,auto_handle,Intent confidence 0.59 is high and a similar past resolution was found -- safe to auto-handle.
2549063,@AppleSupport my iPhone 8+ makes crackling noises when playing audio - even through headphones. Software or hardware problem?,other,0.763,"@694704 You're in the right place for help and we can certainly take a look into this issue. To make sure we fully understand, when you have Music or Podcasts playing and you open the Camera app, the audio starts breaking up. Does this happen every time?",2417430;369279;2021101,retrieval_template,auto_handle,Intent confidence 0.76 is high and a similar past resolution was found -- safe to auto-handle.
121560,@AppleSupport I bought one of those chargers that are like 2 ft long a couple months ago and the cable is already ruined,other,0.757,@571599 We're here for you. Let's continue chatting via DM so we can take a look at what's happening. https://t.co/GDrqU22YpT,1920031;2312109;340911,retrieval_template,auto_handle,Intent confidence 0.76 is high and a similar past resolution was found -- safe to auto-handle.
338616,@AppleSupport @118936 @115858 what’s with the BULLSHIT update?? My phone is slower &amp; the battery life is awful. Not cool #notcool,battery_drain,0.668,@314588 We'll be happy to see how we can help. Can you tell us which iPhone you're using?,817030;1878038;2322636,retrieval_template,auto_handle,Intent confidence 0.67 is high and a similar past resolution was found -- safe to auto-handle.
1924669,@AppleSupport how do I reply to a feedback email via the feedback app on the latest Beta for iOS11.1 Beta 5?,other,0.357,@395938 We'd like to dig into this in greater detail. Let's continue chatting via DM. https://t.co/GDrqU22YpT,1173183;2454595;1369003,retrieval_template,escalate,Intent classifier confidence 0.36 below threshold 0.5 -- unclear what the customer needs.
1891596,"My phone was on 100% then I blinked and it is now on 86%, its been rebooting by itself @AppleSupport Also bring back Vine.",other,0.669,@158590 Let's continue together in DM here: https://t.co/GDrqU2kzhr,515925;1243403;1243405,retrieval_template,auto_handle,Intent confidence 0.67 is high and a similar past resolution was found -- safe to auto-handle.
2307971,"@AppleSupport I just updated to the new OS, and now Final Cut Pro, Soundtrack Pro, Compressor, &amp; a few other Apps don’t work because it says they’re “not compatible”. How can I fix this without forking over nearly $500 for the updated versions?",other,0.582,@379048 Let’s get this working again. Which iPod and software version are you using? Does the device freeze before playing the song?,1097758;2300631;2341667,retrieval_template,auto_handle,Intent confidence 0.58 is high and a similar past resolution was found -- safe to auto-handle.
522971,I’m so fed up with @AppleSupport I’ve been calling them since Sunday regarding my iPhone X not backing up to iCloud and I keep getting the run around. I have spoken with two senior advisors and both said they would follow up the next day with a call and that never happened ??.,other,0.671,@585739 We'd like to help with any issues you're seeing. Please let us know which version of macOS you're using &amp; steps you've tried.,1978170;126385;587085,retrieval_template,auto_handle,Intent confidence 0.67 is high and a similar past resolution was found -- safe to auto-handle.
1350566,@AppleSupport Thank you :),positive_or_resolved,0.953,@645411 You're very welcome. Please let us know if you have any additional questions. We're happy to do everything we can to help. Have a great night!,2207556;1772155;1583812,retrieval_template,auto_handle,Intent confidence 0.95 is high and a similar past resolution was found -- safe to auto-handle.
700018,@AppleSupport i am using 11.1.2 it restarts on its own 20+ times a day,other,0.853,@314584 Thank you. Did you experience any of these issues before updating to iOS 11?,817011;2815610;1053623,retrieval_template,auto_handle,Intent confidence 0.85 is high and a similar past resolution was found -- safe to auto-handle.
2888366,"@AppleSupport bought this album months ago and now it's gone from my library, it's still showing up as purchased when I search it, but I can't re-download it on anything https://t.co/htsaW3UbHZ",other,0.754,@484899 Thanks for reaching out. We know how important being able to enter accurate text is. This can help: https://t.co/sDSg942Lx2,1573104;1420711;2622670,retrieval_template,auto_handle,Intent confidence 0.75 is high and a similar past resolution was found -- safe to auto-handle.
1879452,@AppleSupport please fix iOS 11.0.3 updates apps in background even when mobile data is turned off for AppStore.,other,0.74,@592899 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU2kzhr,2004972;902784;1714756,retrieval_template,auto_handle,Intent confidence 0.74 is high and a similar past resolution was found -- safe to auto-handle.
2404986,"Hey @AppleSupport! I've got a new 12"" iPad Pro with your keyboard cover. But when using that cover, it is popping up from the table. Do you have any suggestions on how to fix this? It's very annoying :( https://t.co/vT6MunnM0J",other,0.818,"@582966 Understood. We'd like to confirm your current iOS version. Do you have 11.0.3 installed? Let us know in DM, please. https://t.co/GDrqU22YpT",1967261;2020095;1699981,retrieval_template,auto_handle,Intent confidence 0.82 is high and a similar past resolution was found -- safe to auto-handle.
1220422,"@AppleSupport when you order iPhone x on the apple store, what extra things come in the box with the phone? Eg. Headphones, charger. Thank you!",other,0.657,"@732049 You’re welcome! If you have any other issues, let us know. We’re available every day from 5 a.m. to 8 p.m. Pacific time.",2583212;2118427;2299682,retrieval_template,auto_handle,Intent confidence 0.66 is high and a similar past resolution was found -- safe to auto-handle.
1819158,"@AppleSupport since updating to iOS 11.0.3, continually getting the error message ""failed - unable to complete Touch ID setup"" help!",other,0.809,@488009 We've received your DM as well. We will respond to you there shortly. Thank you!,1586236;2025298;143517,retrieval_template,auto_handle,Intent confidence 0.81 is high and a similar past resolution was found -- safe to auto-handle.
2132079,"@AppleSupport doesn't happen with wi-fi. it's the first time that happens. I did not have ""on"" the wifi nor the cellular data, when i turned on the data, it froze for at least 30 mins. (the reset function did not work)",other,0.39,"@266439 Thanks for the info. If you’re having any issues using the public beta, we welcome your feedback here: https://t.co/OTNGzDuUXI If you're using a Developer account you can find answers to many questions here: https://t.co/ONDW4zyY1Y",2403706;1147951;1141079,retrieval_template,escalate,Intent classifier confidence 0.39 below threshold 0.5 -- unclear what the customer needs.
2311565,.@AppleSupport really needs to add the Notes app to WatchOS. I? have the Series 3 with cellular and I? want to leave my phone at home but always have to take it because I? need my notes for shopping. This seems so basic. Don’t get it. @115858,other,0.616,@251112 We want to help you find a resolution to this. DM us and we'll get started. https://t.co/GDrqU22YpT,560465;2771795;2206032,retrieval_template,auto_handle,Intent confidence 0.62 is high and a similar past resolution was found -- safe to auto-handle.
939197,"@AppleSupport Thank you for your quick reply. No, I thought AppleCare handled it all. Again thank you.",positive_or_resolved,0.896,@645411 You're very welcome. Please let us know if you have any additional questions. We're happy to do everything we can to help. Have a great night!,2207556;152884;1626272,retrieval_template,auto_handle,Intent confidence 0.90 is high and a similar past resolution was found -- safe to auto-handle.
1566052,@AppleSupport Thank you,positive_or_resolved,0.953,@645411 You're very welcome. Please let us know if you have any additional questions. We're happy to do everything we can to help. Have a great night!,2207556;1772155;1583812,retrieval_template,auto_handle,Intent confidence 0.95 is high and a similar past resolution was found -- safe to auto-handle.
